HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.vid_url,Answer.answer,Approve,Reject 
3OCZWXS7ZOKNE2TY5TB628CB678L5R,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,32AT8R96GMMUQECXG5LHAQD88ZTSU2,A2V8LLZRTOP79S,Submitted,Mon Aug 21 20:54:11 PDT 2017,Mon Aug 21 21:02:09 PDT 2017,Mon Aug 28 21:02:09 PDT 2017,,,,478,100% (5/5),100% (5/5),100% (5/5),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/cYkUl8MrXgA_004.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":8.19,""start_time"":4.9},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":22.92,""start_time"":16.05},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":31.31,""start_time"":25.32}]}]",x,
3OCZWXS7ZOKNE2TY5TB628CB678L5R,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,382M9COHEISTGV7FFA1CL99T78KEUN,A2VVA21VWJ11ZW,Submitted,Mon Aug 21 19:49:56 PDT 2017,Mon Aug 21 19:50:39 PDT 2017,Mon Aug 28 19:50:39 PDT 2017,,,,43,100% (50/50),100% (50/50),100% (50/50),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/cYkUl8MrXgA_004.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":8.58,""start_time"":5.74},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":23.32,""start_time"":16.06},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":31.16,""start_time"":25.45}]}]",x,
3OCZWXS7ZOKNE2TY5TB628CB678L5R,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3FTF2T8WLSVPD3532Z0RBJTF1RG9W8,A1YGSIQI52QT9L,Submitted,Mon Aug 21 20:30:38 PDT 2017,Mon Aug 21 20:31:48 PDT 2017,Mon Aug 28 20:31:48 PDT 2017,,,,70,100% (48/48),100% (48/48),100% (48/48),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/cYkUl8MrXgA_004.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":8.06,""start_time"":5.08},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":22.54,""start_time"":16.26},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":31.28,""start_time"":25.11}]}]",x,
3OCZWXS7ZOKNE2TY5TB628CB678L5R,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3VJ40NV2QJ00S95F9JEYLPH5SV0TOU,A1A8MV3CZHDADG,Submitted,Mon Aug 21 15:22:12 PDT 2017,Mon Aug 21 15:24:20 PDT 2017,Mon Aug 28 15:24:20 PDT 2017,,,,128,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/cYkUl8MrXgA_004.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":7.72,""start_time"":5.12},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":22.6,""start_time"":15.95},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":31.46,""start_time"":24.85}]}]",x,
31GN6YMHLP54VY38L3VG4U3JIYKSWT,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,326O153BMJB7ZTWTTFBNB955L7SDED,A1A8MV3CZHDADG,Submitted,Mon Aug 21 14:28:34 PDT 2017,Mon Aug 21 14:31:43 PDT 2017,Mon Aug 28 14:31:43 PDT 2017,,,,189,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/V5parOfpuEQ_052.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":7.13,""start_time"":4.87},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":23.09,""start_time"":15.93},{""cam_view"":""top"",""slow_motion"":true,""stop_time"":30.04,""start_time"":25.61},{""cam_view"":""back"",""slow_motion"":true,""stop_time"":36.15,""start_time"":31.38}]}]",x,
31GN6YMHLP54VY38L3VG4U3JIYKSWT,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,36ZN444YTSBAJVP4F7FU7IFWHF3OIT,A2V8LLZRTOP79S,Submitted,Mon Aug 21 21:14:06 PDT 2017,Mon Aug 21 21:17:51 PDT 2017,Mon Aug 28 21:17:51 PDT 2017,,,,225,100% (5/5),100% (5/5),100% (5/5),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/V5parOfpuEQ_052.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":7.37,""start_time"":3.96},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":22.98,""start_time"":15.94},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":30.31,""start_time"":25.66},{""cam_view"":""side"",""slow_motion"":false,""stop_time"":36.06,""start_time"":32.06}]}]",x,
31GN6YMHLP54VY38L3VG4U3JIYKSWT,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3DL65MZB8ESXU1QFTJGCR3NN07QCEM,A3IHT5UF89EJAG,Submitted,Mon Aug 21 15:10:33 PDT 2017,Mon Aug 21 15:39:52 PDT 2017,Mon Aug 28 15:39:52 PDT 2017,,,,1759,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/V5parOfpuEQ_052.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":7.72,""start_time"":3.64},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":23.49,""start_time"":15.96},{""cam_view"":""top"",""slow_motion"":true,""stop_time"":30.24,""start_time"":25.24}]}]",x,
31GN6YMHLP54VY38L3VG4U3JIYKSWT,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3DUZQ9U6SN1U3T1XLVVM6CFRM51SVO,A2KQHXV49W75I4,Submitted,Mon Aug 21 19:14:53 PDT 2017,Mon Aug 21 19:16:58 PDT 2017,Mon Aug 28 19:16:58 PDT 2017,,,,125,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/V5parOfpuEQ_052.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":7.99,""start_time"":4.05},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":23.88,""start_time"":16.1},{""cam_view"":""top"",""slow_motion"":true,""stop_time"":30.75,""start_time"":25.41},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":38.11,""start_time"":31.75}]}]",x,
31GN6YMHLP54VY38L3VG4U3JIYKSWT,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3VHHR074H4U5OQ5BJOV5OCLT8R27L9,A3D9LMMCE7PDBW,Submitted,Mon Aug 21 12:21:40 PDT 2017,Mon Aug 21 12:23:40 PDT 2017,Mon Aug 28 12:23:40 PDT 2017,,,,120,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/V5parOfpuEQ_052.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":8.12,""start_time"":3.48},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":24.66,""start_time"":16.02},{""cam_view"":""back"",""slow_motion"":true,""stop_time"":30.67,""start_time"":25.49}]}]",x,
3YCT0L9OMMME84UUT24T8BQSPMGNSX,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3D3VGR7TA1SYQ5Z1MWPBX7IC9KQR35,A2VVA21VWJ11ZW,Submitted,Mon Aug 21 20:03:15 PDT 2017,Mon Aug 21 20:04:06 PDT 2017,Mon Aug 28 20:04:06 PDT 2017,,,,51,100% (50/50),100% (50/50),100% (50/50),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/cYkUl8MrXgA_050.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":16.49,""start_time"":13.51},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":30.3,""start_time"":23.21},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":38.49,""start_time"":33.97}]}]",x,
3YCT0L9OMMME84UUT24T8BQSPMGNSX,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3KJYX6QCMAO14QI7Y1M8EBO4QM9VJW,A1A8MV3CZHDADG,Submitted,Mon Aug 21 15:30:45 PDT 2017,Mon Aug 21 15:32:47 PDT 2017,Mon Aug 28 15:32:47 PDT 2017,,,,122,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/cYkUl8MrXgA_050.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":15.39,""start_time"":13.24},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":30.18,""start_time"":23.37},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":38.05,""start_time"":33.72}]}]",x,
3YCT0L9OMMME84UUT24T8BQSPMGNSX,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3QILPRALQ68ZC4DF563QF4LDO8S8NN,A26KS0EB5XV4N9,Submitted,Mon Aug 21 18:55:11 PDT 2017,Mon Aug 21 18:58:38 PDT 2017,Mon Aug 28 18:58:38 PDT 2017,,,,207,100% (2/2),100% (2/2),100% (2/2),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/cYkUl8MrXgA_050.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":true,""stop_time"":15.57,""start_time"":13.37},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":15.73,""start_time"":13.62},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":20.92,""start_time"":15.43}]}]",x,
3YCT0L9OMMME84UUT24T8BQSPMGNSX,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3VBEN272MLCBLWB2W0W06BCHZQBSGX,A2GEEAIW2BIMEH,Submitted,Mon Aug 21 18:30:12 PDT 2017,Mon Aug 21 18:31:34 PDT 2017,Mon Aug 28 18:31:34 PDT 2017,,,,82,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/cYkUl8MrXgA_050.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":15.29,""start_time"":13.71},{""cam_view"":""side"",""slow_motion"":false,""stop_time"":31.59,""start_time"":24.46},{""cam_view"":""side"",""slow_motion"":false,""stop_time"":38.84,""start_time"":34.04}]}]",x,
3YCT0L9OMMME84UUT24T8BQSPMGNSX,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3XM0HYN6NLCGOQZJYO2IB3MUZQ4EP1,A3IHT5UF89EJAG,Submitted,Mon Aug 21 15:08:37 PDT 2017,Mon Aug 21 15:10:33 PDT 2017,Mon Aug 28 15:10:33 PDT 2017,,,,116,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/cYkUl8MrXgA_050.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":16.49,""start_time"":12.52},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":32.59,""start_time"":22.82},{""cam_view"":""back"",""slow_motion"":true,""stop_time"":39.6,""start_time"":33.13}]}]",x,
38Z7YZ2SB3FAHN4Q4I2W83FALZ1IQN,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,36ZN444YTSBAJVP4F7FU7IFWHF3ION,ARMFGI3LBQ0KT,Submitted,Mon Aug 21 19:24:16 PDT 2017,Mon Aug 21 19:24:49 PDT 2017,Mon Aug 28 19:24:49 PDT 2017,,,,33,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/sexZ6VnZ9yc_007.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":13,""start_time"":9.47},{""cam_view"":""side"",""slow_motion"":false,""stop_time"":0,""start_time"":0},{""cam_view"":""side"",""slow_motion"":false,""stop_time"":0,""start_time"":0}]}]",x,
38Z7YZ2SB3FAHN4Q4I2W83FALZ1IQN,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,37U1UTWH9WZKR257YDK7OOQNP5HR8U,A12NZ6P57IUOP0,Submitted,Mon Aug 21 19:02:09 PDT 2017,Mon Aug 21 19:04:18 PDT 2017,Mon Aug 28 19:04:18 PDT 2017,,,,129,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/sexZ6VnZ9yc_007.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":13.8,""start_time"":9.69},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":29.11,""start_time"":20.69}]}]",x,
38Z7YZ2SB3FAHN4Q4I2W83FALZ1IQN,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3JWH6J9I9TQIE2BM8IN066BEWFEBNS,A2VVA21VWJ11ZW,Submitted,Mon Aug 21 19:41:39 PDT 2017,Mon Aug 21 19:42:29 PDT 2017,Mon Aug 28 19:42:29 PDT 2017,,,,50,100% (50/50),100% (50/50),100% (50/50),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/sexZ6VnZ9yc_007.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":13.66,""start_time"":10.68},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":28.02,""start_time"":20.5}]}]",x,
38Z7YZ2SB3FAHN4Q4I2W83FALZ1IQN,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3NGI5ARFTUIH4P57M0734J30AHU1PZ,A1A8MV3CZHDADG,Submitted,Mon Aug 21 14:41:06 PDT 2017,Mon Aug 21 14:42:51 PDT 2017,Mon Aug 28 14:42:51 PDT 2017,,,,105,0% (0/0),0% (0/0),0% (0/0),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/sexZ6VnZ9yc_007.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":13.13,""start_time"":9.84},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":27.44,""start_time"":20.96}]}]",x,
38Z7YZ2SB3FAHN4Q4I2W83FALZ1IQN,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,3XLBSAQ9Z5PPTFMFYPMEWRWRN0SZ72,A1LPHRWFO0K9UB,Submitted,Mon Aug 21 12:59:51 PDT 2017,Mon Aug 21 13:01:46 PDT 2017,Mon Aug 28 13:01:46 PDT 2017,,,,115,100% (7/7),100% (7/7),100% (7/7),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/sexZ6VnZ9yc_007.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":13.69,""start_time"":10.8},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":28.88,""start_time"":21.62}]}]",x,
3GV1I4SEO92JX6TCACLBUEQB22JL67,3JEJVC0BACP0ACQ5IL1815R6EAPNK8,Record the start time and stop time of all diving actions in a 1min video,Record the start time and stop time of all diving instances in a ~1min video,"video, segmentation, label",$0.05,Mon Aug 21 11:25:02 PDT 2017,5,BatchId:2913769;OriginalHitTemplateId:920937336;,3600,604800,Mon Aug 28 11:25:02 PDT 2017,,,37Q970SNZFLEHHLZEHBXZO8BX2VS12,A1YGSIQI52QT9L,Submitted,Mon Aug 21 20:23:46 PDT 2017,Mon Aug 21 20:24:29 PDT 2017,Mon Aug 28 20:24:29 PDT 2017,,,,43,100% (48/48),100% (48/48),100% (48/48),http://svcl.ucsd.edu/~yingwei/internal/diving_share/firstphase/video_first10/cYkUl8MrXgA_022.mp4,"[{""action1"":"""",""action2"":"""",""action3"":"""",""action4"":"""",""athelete_name"":"""",""cam_view"":"""",""position"":"""",""slow_motion"":false,""start_time"":-1,""stop_time"":-1,""dive"":"""",""difficulty"":0,""comment"":"""",""score_time"":-1,""exe_score"":"""",""instances"":[{""cam_view"":""side"",""slow_motion"":false,""stop_time"":5.03,""start_time"":2.57},{""cam_view"":""side"",""slow_motion"":true,""stop_time"":19.22,""start_time"":12.54},{""cam_view"":""front"",""slow_motion"":true,""stop_time"":26.2,""start_time"":22.56}]}]",x,
